Time,Date,System Name,Longitude,Latitude,FP Height,Gnss Correction,H. Speed,Quality
1720289728809,2024-07-06,450,-67.40786765294227,52.79852750007614,592.7243218574525,5.43900000000001,2.1616844520281084,0.9929797053512066
1720289729308,2024-07-06,200,-67.40788383901565,52.798527621777254,593.1675313720704,5.43900000000001,2.3272683108195915,0.8426804978563519
1720289729809,2024-07-06,450,-67.40790127122516,52.79852730792779,592.7098711738587,5.43900000000001,2.344639646361105,0.9841512639269211
1720289730308,2024-07-06,200,-67.40791788869781,52.79852683548832,592.5318976552944,5.43900000000001,2.048796221440304,0.9982338654442446
1720289730810,2024-07-06,450,-67.40793317084066,52.79852631001323,592.2271355018617,5.43900000000001,1.8779325114426557,0.9446309719134555
1720289731309,2024-07-06,200,-67.40794743533277,52.79852546621163,592.2618446884156,5.43900000000001,1.8291688091726295,0.9102035837461171
1720289731809,2024-07-06,450,-67.40796180191516,52.798524246840486,591.7218967971802,5.43900000000001,2.091283133321855,0.9740526301619595
1720289732314,2024-07-06,200,-67.40797762278005,52.79852287633629,591.7421452982378,5.43900000000001,2.2002229816713257,0.9561557786180817
1720289732809,2024-07-06,450,-67.40799374669622,52.7985213312171,592.0815083656311,5.43900000000001,2.1958174637565575,0.8748373415369747
1720289733309,2024-07-06,200,-67.40800932617113,52.79851904235411,592.3050716377412,5.43900000000001,2.13674840754636,0.9930331321361572
1720289733809,2024-07-06,450,-67.40802480125836,52.798517051886485,592.1536409339905,5.43900000000001,2.0856276600509145,0.9979416692183074
1720289734293,2024-07-06,200,-67.40803993656904,52.798515988158435,591.1730777602243,5.43900000000001,2.1383990324905113,0.959951180926851
1720289734809,2024-07-06,450,-67.40805648876163,52.79851548684732,590.7822748718262,5.43900000000001,2.1218665090994415,0.9942730947785068
1720289735310,2024-07-06,200,-67.40807227296862,52.798515161697,591.0481700286865,5.43900000000001,2.062527058792025,0.9172770019668313
1720289735793,2024-07-06,450,-67.40808720870517,52.79851467272752,590.8957961348716,5.43900000000001,2.094956831024925,0.9426307807888725
1720289736309,2024-07-06,200,-67.40810332119264,52.798513561775074,590.8502897796631,5.43900000000001,2.12725521118088,0.9885382964647571
1720289736810,2024-07-06,450,-67.40811828488053,52.79851206042996,590.5729304656983,5.43900000000001,1.9929832574117619,0.9904507107431058
1720289737293,2024-07-06,200,-67.40813259040318,52.79851054082672,590.6542617568971,5.43900000000001,2.063978389282322,0.7471539273132226
1720289737810,2024-07-06,450,-67.40814806935862,52.798509209788214,590.5352353439331,5.43900000000001,2.021917420229253,0.9989157672607719
1720289738308,2024-07-06,200,-67.4081632077382,52.798508570374835,590.9392666397096,5.43900000000001,2.0858925290827504,0.9320353872103684
1720289738809,2024-07-06,450,-67.40817895295079,52.79850833280514,591.0461789093018,5.43900000000001,2.1843838214959868,0.994783482002789
1720289739310,2024-07-06,200,-67.40819569721307,52.798508223564255,590.928809867859,5.43900000000001,2.294809609396743,0.9840474316558261
1720289739809,2024-07-06,450,-67.40821343583718,52.79850835600037,590.9922647247315,5.43900000000001,2.448016717443389,0.9670392188218666
1720289740310,2024-07-06,200,-67.40823239299402,52.79850858627175,590.0587922439576,5.43900000000001,2.539839041703024,0.9891735899875843
1720289740809,2024-07-06,450,-67.40825145662329,52.79850912560336,589.75748021698,5.43900000000001,2.4323172141055003,0.8781279140482157
1720289741310,2024-07-06,200,-67.40826975612387,52.798509582721756,589.848539100647,5.43900000000001,2.3200194302858645,0.9528991421032096
1720289741810,2024-07-06,450,-67.40828738104865,52.79850957999296,589.3892304763795,5.43900000000001,2.249448327263185,0.9694591219639599
1720289742310,2024-07-06,200,-67.40830466222212,52.79850928560433,590.0988772354126,5.43900000000001,2.269487365956096,0.9780647874746393
1720289742809,2024-07-06,450,-67.4083216010856,52.798508516860444,589.4059480056764,5.43900000000001,2.2476995167908513,0.9778488350341359
1720289743310,2024-07-06,200,-67.4083383057644,52.798507488272875,589.7786826477052,5.43900000000001,2.1904500493243058,0.9403161025118235
1720289743809,2024-07-06,450,-67.4083547409778,52.7985064468497,589.5791672286988,5.43900000000001,2.165410597532258,0.9920132315679161
1720289744311,2024-07-06,200,-67.40837113613384,52.79850551764454,589.6755118713379,5.43900000000001,2.203605364313282,0.953798019288252
1720289744810,2024-07-06,450,-67.4083875906957,52.79850476394824,589.2982341156007,5.43900000000001,2.19861239884648,0.9481911895857499
1720289745309,2024-07-06,200,-67.4084038112323,52.798504217759366,589.4062298736573,5.43900000000001,2.1427303525499948,0.955655329776871
1720289745810,2024-07-06,450,-67.40841982996578,52.79850404247375,589.0486502990723,5.43900000000001,2.0961471366709836,0.9367995654091765
1720289746309,2024-07-06,200,-67.40843558629,52.79850424929218,589.3827530392184,5.43900000000001,2.0706454751714856,0.9375375155834221
1720289746810,2024-07-06,450,-67.40845133166637,52.798504519125466,589.6972569808961,5.43900000000001,2.1342536149800497,0.9563904212791886
1720289747310,2024-07-06,200,-67.40846759867486,52.79850502646414,589.5803960016424,5.43900000000001,2.1652234837781177,0.9677262685010075
1720289747810,2024-07-06,450,-67.40848411417603,52.79850546043935,589.7323899265635,5.43900000000001,2.216393482459389,0.9870817876297668
1720289748310,2024-07-06,200,-67.40850124426379,52.798505503986355,591.9256893501282,5.43900000000001,2.299247986063356,0.9713609408447371
1720289748809,2024-07-06,450,-67.40851902442985,52.79850517640748,592.5092295417786,5.43900000000001,2.360493583274339,0.954279321182459
1720289749309,2024-07-06,200,-67.40853715838105,52.798504705278525,590.3337548599243,5.43900000000001,2.3579130503792847,0.8935089890360969
1720289749809,2024-07-06,450,-67.4085554408544,52.7985040523136,588.8293255386353,5.43900000000001,2.3034082495166115,0.8252737773586357
1720289750310,2024-07-06,200,-67.40857336671255,52.798503173788376,588.6159568421771,5.43900000000001,2.2229409134646034,0.9691994969622877
1720289750809,2024-07-06,450,-67.40859075185288,52.79850234985307,588.1337429962159,5.43900000000001,2.164477517299772,0.9696956008155773
1720289751311,2024-07-06,200,-67.40860768320523,52.79850163837176,588.7820077902285,5.43900000000001,2.0828056580147463,0.961243755239925
1720289751810,2024-07-06,450,-67.40862363878682,52.798501117959454,588.0686404571534,5.43900000000001,1.9965376507805508,0.9875066709230403
1720289752309,2024-07-06,200,-67.40863923564136,52.79850072660902,588.1510633621216,5.43900000000001,2.0596135310709025,0.9437602882676054
1720289752813,2024-07-06,450,-67.40865537172881,52.79850063218848,587.6100021561132,5.43900000000001,2.0847512632475595,0.9668093638895787
1720289753310,2024-07-06,200,-67.40867089914687,52.79850061056902,588.6250451431275,5.43900000000001,2.0229205839656323,0.9802693078555106
1720289753809,2024-07-06,450,-67.40868711316092,52.79850052146597,587.569083114624,5.43900000000001,2.198103549115598,0.9536450953034921
1720289754313,2024-07-06,200,-67.40870399546066,52.798500379745,589.4438357847611,5.43900000000001,2.190743357565791,0.809651888942725
1720289754810,2024-07-06,450,-67.40872062858709,52.79849985329079,587.6480052337647,5.43900000000001,2.19739748855511,0.9963896215518862
1720289755309,2024-07-06,200,-67.40873724055623,52.79849894885988,588.1078915939332,5.43900000000001,2.101135025202231,0.9945167530626177
1720289755809,2024-07-06,450,-67.40875315302854,52.798497914383525,586.5376312705147,5.43900000000001,2.030582032098027,0.9577853600371171
1720289756309,2024-07-06,200,-67.40876856963726,52.798497141141056,586.9639595947266,5.43900000000001,1.9078218205061304,0.9338671924122123
1720289756810,2024-07-06,450,-67.40878302103636,52.79849665658105,586.8218495712281,5.43900000000001,1.7984903033045292,0.992396636344798
1720289757310,2024-07-06,200,-67.40879715696336,52.79849619682797,586.7174340591431,5.43900000000001,1.8876490459539423,0.9422839907445252
1720289757811,2024-07-06,450,-67.40881175518558,52.79849568805997,586.1476671571828,5.43900000000001,1.9510944754224113,0.8858504806061926
1720289758309,2024-07-06,200,-67.40882646260224,52.79849514798355,586.5521060714723,5.43900000000001,1.9809419800597072,0.9631213472694773
1720289758810,2024-07-06,450,-67.40884149115656,52.79849462630386,586.2874684677124,5.43900000000001,2.0928417221933513,0.9549355258053347
1720289759309,2024-07-06,200,-67.40885759838055,52.79849421427435,586.286355796814,5.43900000000001,2.240726846545941,0.9811039607819743
1720289759809,2024-07-06,450,-67.40887429330485,52.7984940115485,586.2381923122985,5.43900000000001,2.2617311860124145,0.9976493309271066
1720289760311,2024-07-06,200,-67.4088918121514,52.79849386425108,586.4164014587403,5.43900000000001,2.4216896978344273,0.9857782550680789
1720289760810,2024-07-06,450,-67.40891023763004,52.798493790616334,586.2447804100731,5.43900000000001,2.4818925433348538,0.9948570862035226
1720289761309,2024-07-06,200,-67.40892857075346,52.798493722095934,586.108933769226,5.43900000000001,2.3683407986710217,0.9000351304338349
1720289761809,2024-07-06,450,-67.40894647827895,52.798493458271494,586.042746749878,5.43900000000001,2.3176614773467916,0.985178805073564
1720289762309,2024-07-06,200,-67.40896405328051,52.79849350168632,585.9276300254294,5.43900000000001,2.1708992310613517,0.9980023830197906
1720289762810,2024-07-06,450,-67.40898001368225,52.79849349163575,585.5138507232667,5.43900000000001,2.0017169192837168,0.8760266220736166
1720289763310,2024-07-06,200,-67.40899589933983,52.79849442362775,585.6661624298097,5.43900000000001,2.1654010717718624,0.8840069479972369
1720289763810,2024-07-06,450,-67.40901146968493,52.798496394325866,585.2536657069813,5.43900000000001,2.0402741452440787,0.9653125484844733
1720289764312,2024-07-06,200,-67.40902590365057,52.79849753617602,585.7352950820923,5.43900000000001,1.836224264028065,0.9794152055266497
1720289764812,2024-07-06,450,-67.40903972949583,52.798497688990025,585.2395826153225,5.43900000000001,1.818375479208328,0.9654234897826742
1720289765310,2024-07-06,200,-67.40905361674245,52.79849678061817,585.7220167243265,5.43900000000001,2.0379873443992604,0.82304748983716
1720289765811,2024-07-06,450,-67.40906912786909,52.79849548515312,585.2418058547973,5.43900000000001,2.1768766844918557,0.8550873306773776
1720289766310,2024-07-06,200,-67.40908539918853,52.79849399019946,585.0069781646729,5.43900000000001,2.2835137863266284,0.8823221446955427
1720289766810,2024-07-06,450,-67.40910254634788,52.79849245366376,584.991315208435,5.43900000000001,2.31565575418321,0.8892091770720923
1720289767309,2024-07-06,200,-67.40912010757589,52.79849103028358,585.2850836334229,5.43900000000001,2.3451009098636844,0.9535575449045746
1720289767812,2024-07-06,450,-67.40913809331367,52.79848976576115,584.9865849838257,5.43900000000001,2.316914029528796,0.9270370948489999
1720289768310,2024-07-06,200,-67.4091558963471,52.7984887159506,586.7648846969605,5.43900000000001,2.291003220737084,0.822464443880565
1720289768809,2024-07-06,450,-67.40917343536495,52.79848792945887,585.0410533676148,5.43900000000001,2.2339391544553084,0.9423851998303525
1720289769311,2024-07-06,200,-67.40919063398843,52.79848714193632,587.2473170242309,5.43900000000001,2.2217667391953544,0.9938539131467872
1720289769812,2024-07-06,450,-67.4092078396275,52.798486403081725,585.0819084701538,5.43900000000001,2.2071479368469866,0.9473536998366644
1720289770309,2024-07-06,200,-67.40922446094625,52.79848577888819,585.1285998442245,5.43900000000001,2.1644008888631796,0.9988183432274599
1720289770810,2024-07-06,450,-67.40924084827013,52.798485171332146,584.9953124389649,5.43900000000001,2.2014110638960105,0.9997806834574164
1720289771310,2024-07-06,200,-67.40925742254761,52.79848424155511,585.3044080426056,5.43900000000001,2.21829147585818,0.9583715337302051
1720289771810,2024-07-06,450,-67.40927380819815,52.79848328805417,585.3506472757513,5.43900000000001,2.1758842855748575,0.9678243811490971
1720289772309,2024-07-06,200,-67.40928986535062,52.79848256419087,585.6850363693238,5.43900000000001,2.131538746603826,0.9702255035727193
1720289772814,2024-07-06,450,-67.4093060214864,52.79848172553378,585.3052426681519,5.43900000000001,2.179635337676192,0.8168034084886803
1720289773309,2024-07-06,200,-67.4093221535251,52.79848071575185,585.3833133468629,5.43900000000001,2.2339479127508537,0.9986539679034828
1720289773810,2024-07-06,450,-67.40933841780219,52.79847957223346,584.977986656189,5.43900000000001,2.1929360666372064,0.9920132315679161
1720289774309,2024-07-06,200,-67.40935463326872,52.798478493217544,585.8620819916872,5.43900000000001,2.2151146632372902,0.8636208387206596
1720289774811,2024-07-06,450,-67.40937102687242,52.79847733326835,584.9860500106812,5.43900000000001,2.1340115625145955,0.9792797865503879
1720289775309,2024-07-06,200,-67.40938622730769,52.79847611818685,587.2010506591797,5.43900000000001,1.9485166053827345,0.9494165360248704
1720289775809,2024-07-06,450,-67.40940047824154,52.79847550997385,584.9652345008465,5.43900000000001,1.789658950301581,0.9209410333268186
1720289776310,2024-07-06,200,-67.40941385229915,52.798475198200165,585.5238160476686,5.43900000000001,1.7643897692940635,0.953053630462963
1720289776810,2024-07-06,450,-67.40942725958165,52.798474979924585,585.1321488723755,5.43900000000001,1.9407510653061086,0.8955737098810842
1720289777309,2024-07-06,200,-67.40944199435337,52.798474729949035,585.3920066986085,5.43900000000001,2.219799946890387,0.8853917248586777
1720289777809,2024-07-06,450,-67.40945822544042,52.798474513418185,585.446887260437,5.43900000000001,2.3064809609531975,0.997418156322508
1720289778310,2024-07-06,200,-67.4094750261689,52.7984739698873,585.3619235929735,5.43900000000001,2.2897378302263443,0.9901203248015878
1720289778815,2024-07-06,450,-67.40949208753709,52.798473345115,585.3263803574412,5.43900000000001,2.289199539464458,0.9451998584183119
1720289779309,2024-07-06,200,-67.409509223144,52.798472907643216,585.4428033218385,5.43900000000001,2.2211947736792634,0.8856290640190984
1720289779810,2024-07-06,450,-67.40952587609443,52.79847274964849,585.3658628026789,5.43900000000001,2.106800594133388,0.9889754224547087
1720289780311,2024-07-06,200,-67.40954209327178,52.798472793818206,585.7403566513062,5.43900000000001,2.1116079028731143,0.8129170002789577
1720289780809,2024-07-06,450,-67.40955823642358,52.79847302798001,585.3577182159424,5.43900000000001,2.1725108433971774,0.9743640505160144
1720289781309,2024-07-06,200,-67.40957453907268,52.798473200532456,585.4704962310792,5.43900000000001,2.1997726179357384,0.9935137511524968
1720289781811,2024-07-06,450,-67.40959113609738,52.79847306569697,585.2638866958619,5.43900000000001,2.180008081525608,0.9633627872287116
1720289782309,2024-07-06,200,-67.40960767343276,52.79847280339471,585.684324661255,5.43900000000001,2.2115068618548777,0.9802727385425956
1720289782808,2024-07-06,450,-67.4096247065757,52.79847270911556,585.7555352554322,5.43900000000001,2.328756368456998,0.9975823928918023
1720289783309,2024-07-06,200,-67.40964253974016,52.79847258852823,585.336731429313,5.43900000000001,2.3395743514358243,0.9750165609574047
1720289783809,2024-07-06,450,-67.40966017771837,52.79847232113494,585.004483054036,5.43900000000001,2.2121407013773267,0.9877378455557235
1720289784309,2024-07-06,200,-67.40967663657503,52.79847190996625,585.2833541641236,5.43900000000001,2.066218471287467,0.9902717063395333
1720289784809,2024-07-06,450,-67.40969260769981,52.79847157155431,584.3237609252931,5.43900000000001,2.01084730457628,0.8005867636514779
1720289785308,2024-07-06,200,-67.40970805351539,52.79847121272935,584.9151722106934,5.43900000000001,1.9598625746306884,0.9874703741278413
1720289785809,2024-07-06,450,-67.40972341625277,52.79847078267685,585.0765358266349,5.43900000000001,2.026128683020934,0.9567753669393553
1720289786312,2024-07-06,200,-67.40973938197705,52.79847016993901,585.2215881500244,5.43900000000001,2.1925242709802792,0.9739672501457041
1720289786813,2024-07-06,450,-67.40975592123074,52.79846950177564,585.1088212356567,5.43900000000001,2.2734678312743486,0.9152187899857547
1720289787310,2024-07-06,200,-67.40977274847856,52.798468863941615,584.9915981722746,5.43900000000001,2.272220683857998,0.9987696585583438
1720289787811,2024-07-06,450,-67.40978977755542,52.79846808314136,584.4575398788453,5.43900000000001,2.2658082623350984,0.9734887254946829
1720289788309,2024-07-06,200,-67.40980647287152,52.79846723520668,584.8616143951417,5.43900000000001,2.2297178937302533,0.9926699051797353
1720289788809,2024-07-06,450,-67.40982310061406,52.79846639730796,584.3026754850407,5.43900000000001,2.2032195095798723,0.9999208007339149
1720289789310,2024-07-06,200,-67.40983980743061,52.79846553590559,584.4538718566895,5.43900000000001,2.1779771163359483,0.9031265792608921
1720289789809,2024-07-06,450,-67.40985612618752,52.79846469399768,584.2625183537277,5.43900000000001,2.1476758248941796,0.9896247051037255
1720289790311,2024-07-06,200,-67.4098722853876,52.798463932608605,584.7810464326508,5.43900000000001,2.0916096626784664,0.9573145942442888
1720289790811,2024-07-06,450,-67.4098879110578,52.79846335135739,584.2123770290257,5.43900000000001,2.045968735055322,0.9948268403633261
1720289791312,2024-07-06,200,-67.40990349610566,52.798462968447105,584.4007882080078,5.43900000000001,2.0920562147318,0.8861662173682989
1720289791814,2024-07-06,450,-67.40991951023624,52.798462728115254,583.9870040205352,5.43900000000001,2.19062992900302,0.8358554121992567
1720289792309,2024-07-06,200,-67.4099360792998,52.79846253789823,585.3214515075684,5.43900000000001,2.2968921642702065,0.9177020524724432
1720289792810,2024-07-06,450,-67.40995334521605,52.79846230625657,584.0929850921631,5.43900000000001,2.3284580784229436,0.999774591783101
1720289793311,2024-07-06,200,-67.4099704424046,52.798462060198105,585.8983971034571,5.43900000000001,2.3089500133561294,0.9889494361886646
1720289793810,2024-07-06,450,-67.40998738796692,52.79846174766284,584.1155634436853,5.43900000000001,2.2580564252847113,0.9935142845636613
1720289794309,2024-07-06,200,-67.41000434787675,52.798461355355954,585.9782589991353,5.43900000000001,2.186805454312006,0.9904540327376757
1720289794811,2024-07-06,450,-67.41002083088813,52.79846096239078,586.0119581831312,5.43900000000001,2.153473315804958,0.9452832014264014
1720289795310,2024-07-06,200,-67.41003701629634,52.79846053468525,585.9813763961793,5.43900000000001,2.1218555751786345,0.8342889787364978
1720289795810,2024-07-06,450,-67.41005275079607,52.79846017630953,585.9926121510098,5.43900000000001,2.096907707193641,0.9428438435035893
1720289796309,2024-07-06,200,-67.41006834197078,52.798459808580176,585.1431897506715,5.43900000000001,2.1234624119848133,0.9729113587973482
1720289796811,2024-07-06,450,-67.4100838673071,52.79845933015894,584.144984473317,5.43900000000001,2.157324983234851,0.9451745514530256
1720289797309,2024-07-06,200,-67.4100996046752,52.79845869567946,584.0060402069092,5.43900000000001,2.168335420842986,0.9946619533224503
1720289797814,2024-07-06,450,-67.41011571737948,52.79845799806584,583.6418295810345,5.43900000000001,2.20160463453978,0.9955931819267033
1720289798309,2024-07-06,200,-67.41013203520836,52.79845719393426,583.826512740258,5.43900000000001,2.2218899888571193,0.9650924138540111
1720289798811,2024-07-06,450,-67.41014895049463,52.798456297917625,583.1035852966309,5.43900000000001,2.2482057917408738,0.9181657268030534
1720289799309,2024-07-06,200,-67.41016619048885,52.79845542682615,583.8340158996582,5.43900000000001,2.2555424058303073,0.9754914201545147
1720289799814,2024-07-06,450,-67.41018334858187,52.79845460404083,583.1222052917481,5.43900000000001,2.1759289394592587,0.9516477575927031
1720289800310,2024-07-06,200,-67.41019975406836,52.79845373505103,584.1369433746338,5.43900000000001,2.1626226551118255,0.9794581309664886
1720289800809,2024-07-06,450,-67.4102164137481,52.79845310485018,583.2035590515137,5.43900000000001,2.2158903975055253,0.9650251267934669
1720289801311,2024-07-06,200,-67.4102327344769,52.798452765380645,584.7545319605562,5.43900000000001,2.171964454283183,0.8984634316113421
1720289801809,2024-07-06,450,-67.41024902049894,52.79845244917251,583.1756513366698,5.43900000000001,2.1928565414404306,0.9254877668683777
1720289802310,2024-07-06,200,-67.41026578491223,52.79845222810939,584.7835442944152,5.43900000000001,2.2614807072364473,0.9654126359649036
1720289802809,2024-07-06,450,-67.41028237057984,52.798451973673515,583.2173700866699,5.43900000000001,2.206284370358081,0.9838994572361913
1720289803309,2024-07-06,200,-67.41029867522586,52.798451626765925,587.0205158004761,5.43900000000001,2.1823277971196466,0.9689571347475511
1720289803809,2024-07-06,450,-67.41031495521177,52.798451126858154,583.1859704457293,5.43900000000001,2.19115897358198,0.9896883550448644
1720289804309,2024-07-06,200,-67.41033112033877,52.79845059482702,584.830133758545,5.43900000000001,2.1733513008962047,0.9747372739081462
1720289804808,2024-07-06,450,-67.41034725430089,52.7984500790471,584.2278493270875,5.43900000000001,2.151814643616706,0.9167978754004594
1720289805308,2024-07-06,200,-67.41036319472565,52.798449309750815,585.711266532898,5.43900000000001,2.1370545047603517,0.9948268403633261
1720289805810,2024-07-06,450,-67.41037940265038,52.79844839065304,585.8270333460027,5.43900000000001,2.1330350909203326,0.9141410357214436
1720289806309,2024-07-06,200,-67.4103954754227,52.798447548510815,585.7691629180908,5.43900000000001,2.1093223902285314,0.9792117449230856
1720289806810,2024-07-06,450,-67.41041183469677,52.79844683239296,585.7826419219972,5.43900000000001,2.1295614722158347,0.988904272132924
1720289807309,2024-07-06,200,-67.4104283863492,52.798446283102734,586.4767838058473,5.43900000000001,2.1508108218311826,0.9801470182377956
1720289807810,2024-07-06,450,-67.41044482589452,52.79844582824335,585.8167350505482,5.43900000000001,2.1436513961677646,0.9599177754425846
1720289808315,2024-07-06,200,-67.41046115251193,52.79844540369728,587.9043352480031,5.43900000000001,2.103343912601414,0.9987696585583438
1720289808809,2024-07-06,450,-67.41047697546246,52.79844496453984,585.8104544219972,5.43900000000001,2.0566285889366096,0.9977040995056333
1720289809309,2024-07-06,200,-67.41049241138265,52.79844456443128,588.0793405685425,5.43900000000001,2.007426466323874,0.9446118036024792
1720289809810,2024-07-06,450,-67.410507798388,52.79844420676914,585.7450747833252,5.43900000000001,2.0016081810732147,0.9667694666626697
1720289810309,2024-07-06,200,-67.4105236527264,52.79844397355887,587.3963173446656,5.43900000000001,2.129525073320997,0.9612377986555736
1720289810809,2024-07-06,450,-67.41053983208063,52.79844367660028,585.2224504623414,5.43900000000001,2.1501875235012786,0.9621223580486314
1720289811308,2024-07-06,200,-67.41055628277994,52.798443359845635,587.2572516784668,5.43900000000001,2.1432986000636394,0.9965599152697583
1720289811809,2024-07-06,450,-67.41057270002288,52.79844305775741,585.9057552490235,5.43900000000001,2.1663140682995268,0.967122445401767
1720289812308,2024-07-06,200,-67.41058922639498,52.79844276799137,588.4561586914062,5.43900000000001,2.1422067740912136,0.9810366769950961
1720289812809,2024-07-06,450,-67.410605384076,52.79844254496717,589.0862391052246,5.43900000000001,2.0457802156168086,0.9186100144865597
1720289813308,2024-07-06,200,-67.41062083330561,52.79844224935795,588.6793346557617,5.43900000000001,1.9995701075329864,0.9527167697016952
1720289813809,2024-07-06,450,-67.41063592111648,52.7984417140767,589.0236261901856,5.43900000000001,1.980837515249629,0.9408807621883729
1720289814308,2024-07-06,200,-67.4106512461574,52.79844093234156,587.4786876831055,5.43900000000001,2.111288408680592,0.9919588614262492
1720289814811,2024-07-06,450,-67.41066714386096,52.79844005313609,587.1536253128053,5.43900000000001,2.161273916330507,0.9489117865414209
1720289815312,2024-07-06,200,-67.41068302578833,52.798439173761935,587.1841797405125,5.43900000000001,2.156844111646868,0.9519636809327532
1720289815809,2024-07-06,450,-67.41069922883246,52.798438396127764,583.3919993358573,5.43900000000001,2.1937030589101374,0.9975823928918023
1720289816308,2024-07-06,200,-67.41071544333741,52.798437786789336,585.8908953247071,5.43900000000001,2.164806348256432,0.9999878153337758
1720289816808,2024-07-06,450,-67.41073210705765,52.79843737507594,584.492013031006,5.43900000000001,2.223910035300411,0.9581375642836538
1720289817308,2024-07-06,200,-67.41074909331878,52.7984370254534,585.2337125930786,5.43900000000001,2.2312783325846803,0.9420574505538929
1720289817808,2024-07-06,450,-67.410766126542,52.79843672156533,583.5823763046266,5.43900000000001,2.175995553478517,0.8498870473717983
1720289818311,2024-07-06,200,-67.41078334500835,52.798436406057114,586.5940465335657,5.43900000000001,2.2430735713220127,0.9945829623641144
1720289818808,2024-07-06,450,-67.41080047325251,52.798435885655785,583.606619468689,5.43900000000001,2.2590700505958328,0.9352046209132868
1720289819308,2024-07-06,200,-67.41081736457035,52.798435562444936,589.9374287185669,5.43900000000001,2.0993131134027085,0.9833090722829458
1720289819810,2024-07-06,450,-67.41083378448656,52.798435555841564,583.5603291854858,5.43900000000001,2.17499341386968,0.7831501518585028
1720289820308,2024-07-06,200,-67.41085078954757,52.79843551056434,589.864327484131,5.43900000000001,2.198153783514405,0.9032375626229616
1720289820809,2024-07-06,450,-67.41086780850898,52.79843523062737,590.2175335083008,5.43900000000001,2.168382895066794,0.9110703994078301
1720289821309,2024-07-06,200,-67.41088435459616,52.798434787139485,590.4847379837037,5.43900000000001,2.135550234443978,0.9985747416874706
1720289821808,2024-07-06,450,-67.41090127423453,52.79843438179459,590.2165514526367,5.43900000000001,2.20262595430031,0.9979477091564617
1720289822308,2024-07-06,200,-67.41091851236078,52.79843395097626,583.8935747191304,5.43900000000001,2.204938443187275,0.9779994865563757
1720289822809,2024-07-06,450,-67.41093587453902,52.798433423969755,583.4902140579225,5.43900000000001,2.1091346015746173,0.9681264129509825
1720289823308,2024-07-06,200,-67.41095208343299,52.79843277027603,584.3106487808228,5.43900000000001,1.8588812052630987,0.9822812117185824
1720289823808,2024-07-06,450,-67.41096690063098,52.79843215345689,584.4550362930298,5.43900000000001,1.762452687841883,0.9992385560644459
1720289824309,2024-07-06,200,-67.41098101003074,52.79843186909025,584.5441940841675,5.43900000000001,1.773388300721549,0.9821639210380132
1720289824808,2024-07-06,450,-67.41099509819661,52.79843181748109,584.4372375954355,5.43900000000001,1.8686400885425591,0.9900498193857445
1720289825308,2024-07-06,200,-67.41100971290254,52.79843190589638,585.1966133270264,5.43900000000001,1.9397380863339686,0.7770972404327772
